numerical_id	unique_id	treatment_id	File accession_Accessibility	File format	File type	Output type	File assembly	Experiment accession_Accessibility	Assay_Accessibility	Donor(s)_Accessibility	Biosample term id_Accessibility	Biosample term name	Biosample type_Accessibility	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Library made from_Accessibility	Experiment date released_Accessibility	Project_Accessibility	Library fragmentation method_Accessibility	Biological replicate(s)_Accessibility	Technical replicate(s)_Accessibility	Mapped read length_Accessibility	Run type_Accessibility	Derived from_Accessibility	Size_Accessibility	Lab	md5sum_Accessibility	File download URL_Accessibility	File Status_Accessibility	s3_uri_Accessibility	File analysis title_Accessibility	File analysis status_Accessibility	Audit WARNING_Accessibility	Audit NOT_COMPLIANT_Accessibility	Audit ERROR_Accessibility	Biosample summary_Accessibility	Biosample stage_Accessibility	Biosample age_Accessibility	File accession_H3K27ac	Experiment accession_H3K27ac	Assay_H3K27ac	Donor(s)_H3K27ac	Biosample term id_H3K27ac	Biosample type_H3K27ac	Experiment target_H3K27ac	Library made from_H3K27ac	Library crosslinking method_H3K27ac	Experiment date released_H3K27ac	Project_H3K27ac	Library fragmentation method_H3K27ac	Library size range_H3K27ac	Biological replicate(s)_H3K27ac	Technical replicate(s)_H3K27ac	Mapped read length_H3K27ac	Run type_H3K27ac	Derived from_H3K27ac	Size_H3K27ac	md5sum_H3K27ac	File download URL_H3K27ac	File Status_H3K27ac	s3_uri_H3K27ac	File analysis title_H3K27ac	File analysis status_H3K27ac	Audit WARNING_H3K27ac	Audit NOT_COMPLIANT_H3K27ac	Biosample summary_H3K27ac	Biosample stage_H3K27ac	Biosample age_H3K27ac	File accession_H3K27ac bam	File accession_Accessibility bam
ID_513	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_male_adult_(87_years)_87_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF638KAU	ENCSR555HJT	Histone ChIP-seq	/human-donors/ENCDO203ASI/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF911MDY/, /files/ENCFF065CVA/, /files/ENCFF884CXC/, /files/ENCFF836GXC/, /files/ENCFF865ZYN/, /files/ENCFF901NND/, /files/ENCFF514HWS/, /files/ENCFF110MCL/, /files/ENCFF791NGT/	1925039850	4655435ac14782d54a32da9964821916	https://www.encodeproject.org/files/ENCFF638KAU/@@download/ENCFF638KAU.bam	released	s3://encode-public/2021/04/10/e5b9e23c-290d-4808-885a-232e8eb18982/ENCFF638KAU.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_male_adult_(87_years)	adult	87 years	ENCFF638KAU	ENCFF216XFL
ID_514	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(89_years)_with_Alzheimer's_disease_89_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF177EVZ	ENCSR449AUD	Histone ChIP-seq	/human-donors/ENCDO830KFO/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF620QHQ/, /files/ENCFF886MAY/, /files/ENCFF842VSJ/, /files/ENCFF714SGL/, /files/ENCFF110MCL/, /files/ENCFF180CNR/, /files/ENCFF660YVS/, /files/ENCFF937QLR/, /files/ENCFF076ZHV/	2357857916	47519cdc7a425c6d6de5a8237b472dda	https://www.encodeproject.org/files/ENCFF177EVZ/@@download/ENCFF177EVZ.bam	released	s3://encode-public/2021/06/23/8de17328-486e-4fa7-8c60-b45aa5bb0077/ENCFF177EVZ.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(89_years)_with_Alzheimer's_disease	adult	89 years	ENCFF177EVZ	ENCFF216XFL
ID_515	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(81_years)_with_Alzheimer's_disease_81_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF535BVG	ENCSR299EQJ	Histone ChIP-seq	/human-donors/ENCDO097MEH/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF880DRF/, /files/ENCFF756RBU/, /files/ENCFF372MKE/, /files/ENCFF846JYK/, /files/ENCFF491ONR/, /files/ENCFF303KED/, /files/ENCFF576ARB/, /files/ENCFF608BVO/, /files/ENCFF110MCL/	2024348150	224775c3c8d160d2edc5a2aa66e56187	https://www.encodeproject.org/files/ENCFF535BVG/@@download/ENCFF535BVG.bam	released	s3://encode-public/2021/04/10/d5c509ce-ff5d-4dd9-a53d-04db1686764b/ENCFF535BVG.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(81_years)_with_Alzheimer's_disease	adult	81 years	ENCFF535BVG	ENCFF216XFL
ID_516	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment_90_or_above_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF864WAT	ENCSR251PPB	Histone ChIP-seq	/human-donors/ENCDO672KST/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF110MCL/, /files/ENCFF763UYX/, /files/ENCFF900MHT/, /files/ENCFF867SEH/, /files/ENCFF583BHP/, /files/ENCFF743CXP/, /files/ENCFF035PLN/, /files/ENCFF278QFD/, /files/ENCFF227IIY/	2041020775	660fb2714964db7201900acce987ffb4	https://www.encodeproject.org/files/ENCFF864WAT/@@download/ENCFF864WAT.bam	released	s3://encode-public/2021/04/10/e09ab392-33fe-48e7-aaf5-9835e41df967/ENCFF864WAT.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment	adult	90 or above years	ENCFF864WAT	ENCFF216XFL
ID_517	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment_90_or_above_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF890ZEQ	ENCSR524MPL	Histone ChIP-seq	/human-donors/ENCDO660TGP/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF110MCL/, /files/ENCFF320JEV/, /files/ENCFF677RRL/, /files/ENCFF467IAB/, /files/ENCFF810NXD/, /files/ENCFF248SFI/, /files/ENCFF215JOA/, /files/ENCFF783YYZ/, /files/ENCFF821RSS/	4087881794	fde2723ab9526237256c089d3f74eb14	https://www.encodeproject.org/files/ENCFF890ZEQ/@@download/ENCFF890ZEQ.bam	released	s3://encode-public/2021/04/10/422a9b70-d845-45c1-a6b3-ca3c054a2f6f/ENCFF890ZEQ.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment	adult	90 or above years	ENCFF890ZEQ	ENCFF216XFL
ID_518	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_male_adult_(78_years)_78_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF529VDE	ENCSR025KPY	Histone ChIP-seq	/human-donors/ENCDO623FPG/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF321YNX/, /files/ENCFF486XHI/, /files/ENCFF704WYD/, /files/ENCFF110MCL/, /files/ENCFF342DQI/, /files/ENCFF370QTQ/, /files/ENCFF720MXI/, /files/ENCFF500QGP/, /files/ENCFF353KDD/	3058914350	c202e34c6fe356f3810c183c03b1a07f	https://www.encodeproject.org/files/ENCFF529VDE/@@download/ENCFF529VDE.bam	released	s3://encode-public/2021/04/10/807541e6-b259-468a-924c-5359a8fccce2/ENCFF529VDE.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_male_adult_(78_years)	adult	78 years	ENCFF529VDE	ENCFF216XFL
ID_519	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(83_years)_with_mild_cognitive_impairment_83_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF633MNX	ENCSR855NCG	Histone ChIP-seq	/human-donors/ENCDO832DBZ/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF360APZ/, /files/ENCFF166TUA/, /files/ENCFF364QUP/, /files/ENCFF439NNM/, /files/ENCFF110MCL/, /files/ENCFF814TTD/, /files/ENCFF795MAB/, /files/ENCFF019BHE/, /files/ENCFF223LZK/	2279722515	51007325b6b12f998a298069d9ea2902	https://www.encodeproject.org/files/ENCFF633MNX/@@download/ENCFF633MNX.bam	released	s3://encode-public/2021/04/10/45e6d393-3338-4d1d-851b-0ed888c1b9b2/ENCFF633MNX.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(83_years)_with_mild_cognitive_impairment	adult	83 years	ENCFF633MNX	ENCFF216XFL
ID_520	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment_90_or_above_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF678PNK	ENCSR681ELN	Histone ChIP-seq	/human-donors/ENCDO915WZE/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF267QRE/, /files/ENCFF110MCL/, /files/ENCFF057DJW/, /files/ENCFF258NTU/, /files/ENCFF515KWE/, /files/ENCFF318DFQ/, /files/ENCFF081KIC/, /files/ENCFF492AHD/, /files/ENCFF809GGD/	1729524636	5d9b0df24a5031cebe327b71c5bd7282	https://www.encodeproject.org/files/ENCFF678PNK/@@download/ENCFF678PNK.bam	released	s3://encode-public/2021/06/23/e5b4e1b3-0b22-4681-98c6-1b70a0326665/ENCFF678PNK.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment	adult	90 or above years	ENCFF678PNK	ENCFF216XFL
ID_521	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(89_years)_89_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF835QGL	ENCSR220TRW	Histone ChIP-seq	/human-donors/ENCDO707TUE/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF472WFX/, /files/ENCFF154RRD/, /files/ENCFF895JXP/, /files/ENCFF385UWB/, /files/ENCFF913MHQ/, /files/ENCFF233UZW/, /files/ENCFF110MCL/, /files/ENCFF157URJ/, /files/ENCFF292NDG/	1781082811	09e92df146846fad1027e369b70a12df	https://www.encodeproject.org/files/ENCFF835QGL/@@download/ENCFF835QGL.bam	released	s3://encode-public/2021/04/10/3e18b311-0f73-43f2-9712-cad078491760/ENCFF835QGL.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(89_years)	adult	89 years	ENCFF835QGL	ENCFF216XFL
ID_522	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(87_years)_87_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF682PIO	ENCSR004YQD	Histone ChIP-seq	/human-donors/ENCDO640RUC/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF689GCB/, /files/ENCFF351VHR/, /files/ENCFF693CUM/, /files/ENCFF469CAQ/, /files/ENCFF922SBN/, /files/ENCFF110MCL/, /files/ENCFF310YKF/, /files/ENCFF388YHN/, /files/ENCFF283JAG/	2145847118	6c4b08623f7a5425c2daf4f7d6e2c86d	https://www.encodeproject.org/files/ENCFF682PIO/@@download/ENCFF682PIO.bam	released	s3://encode-public/2021/06/23/2899e075-283f-4b71-ac59-47e76d06a234/ENCFF682PIO.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(87_years)	adult	87 years	ENCFF682PIO	ENCFF216XFL
ID_523	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_90_or_above_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF227AWL	ENCSR860TEJ	Histone ChIP-seq	/human-donors/ENCDO006DAA/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF989WYZ/, /files/ENCFF696AAI/, /files/ENCFF329QEX/, /files/ENCFF110MCL/, /files/ENCFF897PNZ/, /files/ENCFF764IOS/, /files/ENCFF885PPV/, /files/ENCFF598UPD/, /files/ENCFF415UYH/	1816189960	3bc20b976079bffc57b112adece4210c	https://www.encodeproject.org/files/ENCFF227AWL/@@download/ENCFF227AWL.bam	released	s3://encode-public/2021/06/23/17bc6231-1595-4e8a-849c-06aad3c981e0/ENCFF227AWL.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)	adult	90 or above years	ENCFF227AWL	ENCFF216XFL
ID_524	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(88_years)_with_mild_cognitive_impairment_88_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF216XFL	bam	bam	unfiltered alignments	GRCh38	ENCSR329FHR	DNase-seq	/human-donors/ENCDO448YMQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2021-01-12	ENCODE		1	1_1	76	single-ended	/files/ENCFF873SEM/, /files/ENCFF307BNE/, /files/ENCFF051KIF/, /files/ENCFF361EGL/, /files/ENCFF884HOA/, /files/ENCFF887CRA/, /files/ENCFF857HMT/	10488430481	ENCODE Processing Pipeline	a2c921b47813063bacfb7f9cf5169df8	https://www.encodeproject.org/files/ENCFF216XFL/@@download/ENCFF216XFL.bam	released	s3://encode-public/2021/01/07/2e61a22a-03ff-4fd1-a872-466c8eda48f4/ENCFF216XFL.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF592TSV	ENCSR116MKX	Histone ChIP-seq	/human-donors/ENCDO151OJB/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF419HTK/, /files/ENCFF532HIR/, /files/ENCFF106GBQ/, /files/ENCFF110MCL/, /files/ENCFF122IQW/, /files/ENCFF058XCC/, /files/ENCFF139FBJ/, /files/ENCFF199HWP/, /files/ENCFF830OPW/	1939259328	327a7806ee80b0c8a75a35ecf283d3e2	https://www.encodeproject.org/files/ENCFF592TSV/@@download/ENCFF592TSV.bam	released	s3://encode-public/2021/06/23/5274a11e-17f3-4158-9a20-475c0642f62d/ENCFF592TSV.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(88_years)_with_mild_cognitive_impairment	adult	88 years	ENCFF592TSV	ENCFF216XFL
